Wines,Points,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Donnhoff Oberhauser Brucke Riesling Eiswein,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Schloss Vollrads Riesling,87,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Willi Schaefer Graacher Domprobst Riesling Spatlese 5,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Chateau Ste. Michelle & Dr. Loosen 'Eroica' Riesling,90,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Willi Schaefer Graacher Domprobst Riesling Kabinett,91,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Schloss Gobelsburg Heiligenstein Riesling Reserve Erste OTW Lage,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Brundlmayer Zobinger Heiligenstein Alte Reben Reserve Riesling,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Maximin Grunhauser Abtsberg Riesling Spatlese,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Keller Nierstein Hipping Riesling Grosses Gewachs,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Von Winning Ungeheuer Riesling Grosses Gewachs,91,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Donnhoff Oberhauser Brucke Riesling Auslese,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Donnhoff Oberhauser Brucke Riesling Spatlese,92,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Markus Molitor Zeltinger Sonnenuhr Riesling Beerenauslese,98,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Egon Muller 'Le Gallais' Wiltinger Braune Kupp Riesling Auslese,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Wwe Dr. H. Thanisch Bernkasteler Doctor Riesling Kabinett,91,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Dr. Burklin-Wolf Ruppertsberger Gaisbohl G.C. Riesling,91,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
F E Trimbach Riesling Clos Sainte Hune,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Egon Muller Scharzhofberger Riesling Kabinett,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Keller G-Max Riesling Trocken,96,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Keller Westhofener Brunnenhauschen Abts Erde Riesling Grosses Gewachs,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Egon Muller Scharzhofberger Riesling Spatlese,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewachs,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Donnhoff Niederhauser Hermannshohle Riesling Grosses Gewachs,95,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewachs,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese Goldkapsel,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Loosen Bros Dr. L Riesling,87,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Spatlese,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Georg Breuer Rudesheimer Berg Schlossberg Riesling,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Kabinett,91,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Markus Molitor Zeltinger Sonnenuhr Riesling Auslese,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Egon Muller 'Scharzhof' Riesling,90,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Chateau Ste. Michelle Riesling,87,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
F.X. Pichler Durnsteiner Kellerberg Riesling Smaragd,95,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Schloss Johannisberg Grunlack Riesling Spatlese,90,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
F E Trimbach Riesling,89,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Graacher Himmelreich Riesling Kabinett,91,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Donnhoff Niederhauser Hermannshohle Riesling Auslese Goldkapsel,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Domaine Zind-Humbrecht Riesling Brand,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Keller Westhofener Morstein Riesling Grosses Gewachs,95,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Pewsey Vale Dry Riesling,91,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Donnhoff 'Felsenturmchen' Schlossbockelheimer Felsenberg Riesling Grosses Gewachs,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Markus Molitor Wehlener Sonnenuhr Riesling Auslese,95,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese Goldkapsel,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Graacher Himmelreich Riesling Spatlese,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
A. Christmann Konigsbacher Idig Riesling Grosses Gewachs,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Egon Muller 'Le Gallais' Wiltinger Braune Kupp Riesling Spatlese,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Donnhoff Oberhauser Leistenberg Riesling Kabinett,90,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs,91,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Schloss Vollrads Riesling,90,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Robert Weil Riesling Trocken,89,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Egon Muller Scharzhofberger Riesling Eiswein,96,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Willi Schaefer Graacher Domprobst Riesling Spatlese 5,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Chateau Ste. Michelle & Dr. Loosen 'Eroica' Riesling,89,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Emmerich Knoll Ried Schutt Riesling Smaragd,94,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Willi Schaefer Graacher Domprobst Riesling Kabinett,91,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Schloss Gobelsburg Heiligenstein Riesling Reserve Erste OTW Lage,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Brundlmayer Zobinger Heiligenstein Alte Reben Reserve Riesling,95,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Maximin Grunhauser Abtsberg Riesling Spatlese,93,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
Weingut Clemens Busch Pundericher Marienburg Rothenpfad Riesling Grosses Gewachs,92,2016,6.7,2.7,11.0,53.1,12.1,7.9,16.5,93.7,15.2,11.8,19.3,105.9,17.4,13.2,21.9,29.6,17.3,12.6,22.4,32.8,16.6,12.3,21.4,16.2
F E Trimbach Riesling Clos Sainte Hune,96,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Egon Muller Scharzhofberger Riesling Kabinett,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Keller G-Max Riesling Trocken,96,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Keller Westhofener Brunnenhauschen Abts Erde Riesling Grosses Gewachs,95,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Egon Muller Scharzhofberger Riesling Spatlese,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewachs,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Egon Muller Scharzhofberger Riesling Auslese,95,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Donnhoff Niederhauser Hermannshohle Riesling Grosses Gewachs,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewachs,95,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Donnhoff Norheimer Dellchen Riesling Grosses Gewachs,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese Goldkapsel,96,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Loosen Bros Dr. L Riesling,86,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Spatlese,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Franz Hirtzberger Singerriedel Riesling Smaragd,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Georg Breuer Rudesheimer Berg Schlossberg Riesling,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Kabinett,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Markus Molitor Zeltinger Sonnenuhr Riesling Auslese,96,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Egon Muller 'Scharzhof' Riesling,90,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Domaine Zind-Humbrecht Riesling Rangen de Thann Clos Saint Urbain,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Chateau Ste. Michelle Riesling,87,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
F.X. Pichler Durnsteiner Kellerberg Riesling Smaragd,95,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Grosset Polish Hill Riesling,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Robert Weil Kiedricher Grafenberg Riesling Grosses Gewachs,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
F E Trimbach Riesling,89,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Joh. Jos. Prum Graacher Himmelreich Riesling Kabinett,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Georg Breuer Rauenthal Nonnenberg Riesling Trocken,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Inniskillin Riesling Icewine,91,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Domaine Weinbach Riesling Schlossberg Cuvee Sainte Catherine,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Emrich-Schonleber Monzinger Halenberg Riesling Grosses Gewachs,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Donnhoff Niederhauser Hermannshohle Riesling Auslese Goldkapsel,94,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Keller Westhofener Morstein Riesling Grosses Gewachs,95,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Pewsey Vale Dry Riesling,90,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Donnhoff 'Felsenturmchen' Schlossbockelheimer Felsenberg Riesling Grosses Gewachs,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Markus Molitor Wehlener Sonnenuhr Riesling Auslese,98,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese Goldkapsel,95,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Joh. Jos. Prum Graacher Himmelreich Riesling Spatlese,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
A. Christmann Konigsbacher Idig Riesling Grosses Gewachs,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Egon Muller 'Le Gallais' Wiltinger Braune Kupp Riesling Spatlese,93,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Weingut Donnhoff Oberhauser Leistenberg Riesling Kabinett,91,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs,92,2017,7.0,2.2,11.8,4.3,13.6,8.9,18.4,40.0,17.5,12.6,22.5,36.7,17.7,13.3,22.4,98.0,16.9,12.9,21.0,89.2,11.8,8.2,15.9,83.0
