Name;Rating;Region;Year;0tavg;1tmin;2tmax;3prcp;4tavg;5tmin;6tmax;7prcp;8tavg;9tmin;10tmax;11prcp;12tavg;13tmin;14tmax;15prcp;16tavg;17tmin;18tmax;19prcp;20tavg;21tmin;22tmax;23prcp;Predictions
 Chateau Pichon-Longueville 'Les Griffons de Pichon Baron';89;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;88.9
 Chateau Pichon-Longueville Baron Les Tourelles de Longueville;87;Pauillac   France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;87.74
 Chateau Grand-Puy-Lacoste 'Lacoste-Borie';86;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;86.44
 Chateau Croizet-Bages;86;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;84.48
 Chateau Duhart-Milon 'Moulin de Duhart';87;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;85.62
 Chateau Pibran;88;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;88.42
 Chateau Fonbadet;88;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;87.32
 Chateau Pedesclaux Fleur de Pedesclaux;89;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;88.86
 Chateau La Fleur Peyrabon;86;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;86.62
 Chateau Bellegrave;86;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;86.78
 Prelude a Grand-Puy Ducasse;86;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;87.9
Chateau Mouton Rothschild;96;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;95.0
Chateau Latour;96;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;91.02
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;2013;12.1;7.6;17.03.2022;57.0;12.9;8.9;17.4;88.0;17.3;13.1;21.9;132.0;24.2;18.3;30.4;83.0;20.9;15.6;26.9;37.0;18.05.2022;14.2;23.9;95.0;91.02
 Chateau Mouton Rothschild;96;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;95.66
 Chateau Lafite Rothschild;95;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;94.78
 Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;93.82
 Chateau Latour 'Les Forts de Latour';92;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;92.04
 Chateau Clerc-Milon;92;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;91.02
 Chateau Latour Le Pauillac de Latour;89;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;89.68
Chateau Mouton Rothschild;96;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;95.0
Chateau Latour;96;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;91.06
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;2014;14.0;9.2;19.04.2022;83.0;14.7;10.3;19.7;71.0;20.6;15.4;26.3;67.0;20.9;16.6;26.1;51.0;19.4;14.8;24.7;80.0;20.02.2022;14.7;26.8;22.0;91.04
Chateau Mouton Rothschild;96;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;96.0
Chateau Lafite Rothschild;95;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;95.0
Chateau Latour;96;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;96.0
Chateau Pontet-Canet;95;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;95.0
Chateau Lynch-Bages;93;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;91.0
Chateau Duhart-Milon;91;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;2015;13.9;9.0;;26.9;15.9;11.6;21.3;33.5;20.5;14.7;27.3;43.8;22.2;17.0;29.1;35.3;21.0;16.3;27.9;89.7;16.05.2022;12.2;22.7;35.4;91.0
 Chateau Mouton Rothschild;98;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;97.3
 Chateau Lafite Rothschild;97;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;96.06
 Chateau Pontet-Canet;97;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;95.6
 Chateau Lynch-Bages;95;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;94.5
 Chateau Pichon Longueville Comtesse de Lalande;97;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;95.36
 Chateau Pichon-Longueville au Baron de Pichon-Longueville;96;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;95.52
 Chateau Grand-Puy-Lacoste;94;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;93.5
 Chateau Lafite Rothschild 'Carruades de Lafite';92;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;92.08
 Chateau Duhart-Milon;93;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;92.44
 Baron Philippe de Rothschild Chateau d'Armailhac;92;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.68
 Chateau Latour 'Les Forts de Latour';94;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;93.5
 Chateau Clerc-Milon;93;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;92.56
 Chateau Batailley Grand Cru;92;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.84
 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve';91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;90.96
 Chateau Latour Le Pauillac de Latour;90;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.0
 Le Petit Mouton de Mouton Rothschild;93;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;92.16
 Chateau Lynch-Moussas;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.72
 Chateau Haut-Bages Liberal;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.02
 Chateau Grand-Puy Ducasse;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;90.58
 Chateau Pedesclaux;92;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.16
 Echo de Lynch Bages Chateau Haut-Bages Averous;90;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.72
 Chateau Pichon-Longueville 'Les Griffons de Pichon Baron';91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.18
 Chateau Pichon-Longueville Baron Les Tourelles de Longueville;90;Pauillac   France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.08
 Chateau Grand-Puy-Lacoste 'Lacoste-Borie';89;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.2
 Chateau Croizet-Bages;89;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;88.62
 Chateau Duhart-Milon 'Moulin de Duhart';89;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.18
 Chateau Pibran;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;90.86
 Chateau Fonbadet;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;90.62
 Chateau Pedesclaux Fleur de Pedesclaux;88;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.32
 Chateau La Fleur Peyrabon;90;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;90.0
 Chateau Bellegrave;89;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.74
 Chateau Plantey;88;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.12
 Chateau Haut-Bages Monpelou;89;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.38
 Prelude a Grand-Puy Ducasse;90;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;90.28
 Chateau La Rose Pauillac;84;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;86.14
 La Chapelle de Bages;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;90.72
 Chateau Dauprat;92;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.34
 Chateau Tour Sieujean Pauillac;89;France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;89.66
Chateau Mouton Rothschild;96;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;96.0
Chateau Lafite Rothschild;95;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;95.0
Chateau Latour;96;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;96.0
Chateau Pontet-Canet;95;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;95.0
Chateau Lynch-Bages;93;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.94
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.0
Chateau Duhart-Milon;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.04
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;2016;11.4;7.4;16.08.2022;59.8;15.5;11.4;20.9;92.6;18.2;14.4;23.5;74.5;21.2;15.8;27.2;12.7;22.3;16.1;29.4;11.3;20.02.2022;14.6;26.9;65.1;91.04
Chateau Mouton Rothschild;96;Pauillac  France;2017;12.7;6.6;19.05.2022;21.5;17.5;12.7;23.7;63.6;20.9;16.2;27.2;136.9;21.4;17.1;26.4;27.8;21.1;16.1;28.0;30.2;16.03.2022;12.5;22.2;72.1;96.0
Chateau Lafite Rothschild;95;Pauillac  France;2017;12.7;6.6;19.05.2022;21.5;17.5;12.7;23.7;63.6;20.9;16.2;27.2;136.9;21.4;17.1;26.4;27.8;21.1;16.1;28.0;30.2;16.03.2022;12.5;22.2;72.1;95.0
